"","ID","C.1","C.2","C.3","T.1","T.2","T.3","logFC","AveExpr","t","pVal","adjPVal","B"
"17","441",84,20,24,3,0,8,3.08875065803309,-0.408885060859851,2.60559687549335,0.0281764058832385,0.999991048451508,-4.58535231395834
"18","4614",184,138,93,198,188,175,-1.22120200239153,3.68559789153848,-2.24390263862264,0.0511373204200136,0.999991048451508,-4.56156816841873
"19","4644",70,16,14,164,72,37,-2.24400347029612,1.84855476794139,-2.96644083660616,0.0155693240623728,0.999991048451508,-4.56411154917885
"20","4850",132,99,729,523,1039,431,-2.51763558762261,4.88048407389962,-2.35809711667575,0.0423814216596661,0.999991048451508,-4.5524143246482
"21","5244",1996,514,181,177,61,235,1.35949049763595,4.50776898623072,2.33275367695655,0.0441874797301569,0.999991048451508,-4.55631234578477
"22","5296",499,272,163,130,30,60,1.40732323519925,3.42730621181327,2.67265361446131,0.0252266162920877,0.999991048451508,-4.55549286742254
"23","5383",71,24,9,0,0,20,3.29962430953693,-0.89020145242121,2.34562337913002,0.0432610569708157,0.999991048451508,-4.58733017058267
"24","5809",15,4,2,31,20,16,-2.55329069264327,-0.149332326548254,-2.80060372149732,0.0204347200052273,0.999991048451508,-4.58162875666121
"25","5918",171,73,36,1029,152,238,-2.83204159297796,3.70808854324911,-4.54988639466197,0.0013396161908185,0.999991048451508,-4.52029855265304
"26","6154",48,24,41,80,101,120,-2.28485874326915,2.29625580594942,-3.14510706997967,0.0116391546714962,0.999991048451508,-4.55671684785362
"27","6296",48,7,5,63,12,33,-1.8671327816935,0.65726595165918,-2.21966185334932,0.0532123129784563,0.999991048451508,-4.5817683788933
"28","6375",19,13,32,34,23,136,-2.26683319504101,1.34954309499122,-2.32779176876826,0.0445498579294527,0.999991048451508,-4.57638163772927
"29","670",3041,846,610,332,294,398,1.1007950270757,5.67438031441367,2.21484149541108,0.0536346151359335,0.999991048451508,-4.55503462345857
"30","6928",2125,2032,630,502,298,569,0.978156104855757,5.99497137774774,2.11403895030162,0.0632499751923945,0.999991048451508,-4.55791648707058
"31","7230",7,8,4,124,14,19,-3.31220708479346,0.257732361812758,-3.13403167857246,0.011850092255891,0.999991048451508,-4.57753605773984
"32","7277",108,76,60,33,9,9,1.60279183906367,1.46307951937902,2.10499483067568,0.0641899875811398,0.999991048451508,-4.58076601833312
"33","7324",301,56,86,18,20,26,1.7773542553837,2.01074629887995,2.25844539262598,0.0499306352112639,0.999991048451508,-4.57510013075308
"34","7620",8,14,51,33,51,38,-2.33490183420544,1.15500853473575,-2.18437006980638,0.0563806836101477,0.999991048451508,-4.57940497956826
"35","7751",143,36,118,121,405,205,-2.09431922688515,3.4655950854127,-2.3376390944613,0.0438335245433809,0.999991048451508,-4.56125879371535
"36","7768",452,63,56,14,8,51,2.07058947196765,1.92355209687275,2.30082529382314,0.0465709954813531,0.999991048451508,-4.57561350613168
"37","8042",111,30,19,4,0,6,3.38698807285755,-0.305644206258947,3.02530167268435,0.0141426081984698,0.999991048451508,-4.58299019917472
"38","8069",242,153,143,40,51,9,2.02673906620115,2.48364188985821,2.52775957904668,0.032037833203476,0.999991048451508,-4.56769950599337
"39","8139",621,504,157,219,29,105,1.28404499326586,3.86967983544466,2.23689902131224,0.0517285696237554,0.999991048451508,-4.56256769462257
"40","8430",50,13,10,0,0,15,2.9544445216235,-1.16027611590027,2.12389522331416,0.0622406783358228,0.999991048451508,-4.58882132943378
"41","8459",373,23,17,0,0,49,4.12421842052793,-0.143846081998513,2.20293310196443,0.0546919344511754,0.999991048451508,-4.58753615903524
"42","8464",2,2,6,224,33,20,-4.98524753443586,0.142873220708382,-3.577687350225,0.00582578282322645,0.999991048451508,-4.57787007804924
"43","8520",351,137,47,79,13,14,1.66407962974437,2.22250105581806,2.35981230048361,0.0422618570235126,0.999991048451508,-4.57193287176608
"44","8913",1032,536,145,262,23,109,1.51676005525019,3.98475264672023,2.36667075350531,0.0417870765061621,0.999991048451508,-4.55896324174057
"45","8988",3,19,2,521,10,32,-4.49861673479003,0.522437416775278,-2.67829414185276,0.0249931539250659,0.999991048451508,-4.58078893783908
"46","9196",216,141,112,36,7,71,1.61583984959276,2.37532995442667,2.16280208881059,0.0584064839831937,0.999991048451508,-4.57442432968549
"47","93",166,50,62,951,226,135,-2.70382846520354,3.68028014144612,-3.70726305286475,0.0047544458129773,0.999991048451508,-4.53185645456433
"48","9332",763,228,95,118,30,49,1.48955009621295,3.28625522049148,2.61247212044729,0.0278586424072996,0.999991048451508,-4.55798300157726
"49","9430",25,26,22,110,91,27,-2.28091032221828,1.709315265097,-2.69521598203451,0.0243057599573937,0.999991048451508,-4.56880132000915
"50","9808",2,17,32,29,30,24,-2.70706042304827,0.530066623736366,-2.13046814802957,0.0615762657535592,0.999991048451508,-4.58340374764268
