id	CFB1	CFB2	CFB3	TFB1	TFB2	TFB3	logFC	logCPM	LR	PValue	FDR	sig	up/down
gnl|Amel_4.5|GB53821-RA	1139	1604	1474	785	429	619	0.029090014	6.337231521	0.002581392	0.959478995	0.985343637	0	+
gnl|Amel_4.5|GB53823-RA	698	146	131	55	97	63	-0.656913289	3.544099152	1.22780693	0.267833962	0.580061649	0	-
gnl|Amel_4.5|GB53824-RA	432	99	180	14	35	18	-2.049058164	2.884359505	9.881413421	0.001669566	0.0324181	1	-
gnl|Amel_4.5|GB53825-RA	1806	1493	905	484	341	415	-0.401027611	5.981493253	0.619553295	0.431213333	0.719867937	0	-
gnl|Amel_4.5|GB53826-RA	453	467	339	184	127	58	-0.478988424	4.285200187	0.649927284	0.420138679	0.712475352	0	-
gnl|Amel_4.5|GB53827-RA	445	105	80	55	122	66	0.114267819	3.256122438	0.036352796	0.848788772	0.946093462	0	+
gnl|Amel_4.5|GB53828-RA	985	1801	2873	1226	234	464	-0.341795511	6.69134967	0.214641947	0.643153169	0.84625417	0	-
gnl|Amel_4.5|GB53829-RA	1370	1007	859	421	646	412	0.122806554	5.870999949	0.06584804	0.797480836	0.922865143	0	+
gnl|Amel_4.5|GB53830-RA	18368	4693	2272	800	5122	2134	-0.222324491	8.357653637	0.120303825	0.728705201	0.890099529	0	-
gnl|Amel_4.5|GB53831-RA	3975	391	219	89	730	196	-0.627763178	5.576991534	0.680599591	0.409380334	0.705344533	0	-
gnl|Amel_4.5|GB53832-RA	10129	2932	2465	1920	2389	2931	0.409665088	8.067135619	0.591301396	0.441916318	0.727098992	0	+
gnl|Amel_4.5|GB53833-RA	20	4	2	11	198	146	5.16728451	2.731806076	27.53132051	1.54571E-07	1.924E-05	1	+
gnl|Amel_4.5|GB53834-RA	12	14	10	2	26	12	1.207701337	0.180001726	1.850858339	0.173683597	0.471792002	0	+
gnl|Amel_4.5|GB53835-RA	405	96	49	47	592	508	2.532191697	4.683603795	11.11415853	0.000856712	0.019747792	1	+
gnl|Amel_4.5|GB53836-RA	2261	221	209	136	625	358	0.320639631	5.290223158	0.228663623	0.632516507	0.841192046	0	+
gnl|Amel_4.5|GB53844-RA	22	0	0	0	8	6	1.030254159	-0.875020035	0.460454287	0.497411738	0.76338747	0	+
gnl|Amel_4.5|GB53846-RA	945	507	359	179	204	145	-0.39568282	4.699680507	0.629597756	0.427502898	0.71774964	0	-
gnl|Amel_4.5|GB53847-RA	376	105	49	31	112	86	0.274636114	3.079049319	0.17769225	0.673364031	0.860627937	0	+
gnl|Amel_4.5|GB53848-RA	145	69	135	39	30	48	-0.285819542	2.530212547	0.191241064	0.661885692	0.855200864	0	-
gnl|Amel_4.5|GB53849-RA	425	129	83	100	449	227	1.677627925	4.284691171	7.928944596	0.004865017	0.066738772	0	+
gnl|Amel_4.5|GB53850-RA	45	28	39	13	26	10	-0.010365426	1.07378753	0.000207064	0.988519076	0.995845806	0	-
gnl|Amel_4.5|GB53852-RA	642	187	156	153	329	489	1.455850457	4.768014684	6.485190785	0.010877686	0.108699913	0	+
gnl|Amel_4.5|GB53853-RA	1079	493	389	132	495	206	0.040291412	4.992525673	0.006069486	0.937902107	0.978878412	0	+
gnl|Amel_4.5|GB53854-RA	5	1	3	0	1	0	-1.70232492	-1.9694436	1.174609735	0.278456085	0.590732544	0	-
gnl|Amel_4.5|GB53857-RA	13	7	0	0	4	1	-0.624749352	-1.250155201	0.214851398	0.642991213	0.84625417	0	-
gnl|Amel_4.5|GB53858-RA	23	53	64	28	6	17	-0.26067222	1.410076402	0.091816112	0.761880918	0.905824157	0	-
gnl|Amel_4.5|GB53859-RA	63	66	24	37	119	103	1.98831854	2.65718639	8.762248156	0.003075297	0.049208919	1	+
gnl|Amel_4.5|GB53860-RA	24	8	3	5	144	50	3.791760981	1.89628032	15.34741716	8.94431E-05	0.003502202	1	+
gnl|Amel_4.5|GB53861-RA	1134	729	940	219	206	121	-1.090257659	5.201765587	4.383786714	0.036282306	0.216249129	0	-
gnl|Amel_4.5|GB53862-RA	1121	902	728	170	233	404	-0.48938425	5.367135809	0.887799058	0.34607444	0.65740245	0	-
gnl|Amel_4.5|GB53863-RA	19	7	1	7	0	2	0.159548567	-0.862672325	0.016046863	0.899196674	0.966500746	0	+
gnl|Amel_4.5|GB53864-RA	4	1	4	4	0	3	1.009798643	-1.559366362	0.610034648	0.434774765	0.722587715	0	+
gnl|Amel_4.5|GB53865-RA	1032	785	354	964	4446	4063	3.387092787	7.6753987	28.21925732	1.08321E-07	1.43587E-05	1	+
gnl|Amel_4.5|GB53867-RA	128	181	112	29	80	42	-0.369679981	2.816987546	0.344117647	0.557462026	0.795845522	0	-
gnl|Amel_4.5|GB53868-RA	7	7	10	2	0	4	-0.72568135	-0.990721187	0.396769708	0.528762247	0.782070394	0	-
gnl|Amel_4.5|GB53872-RA	4725	922	993	119	370	71	-2.148124497	5.876453929	11.79036994	0.000595379	0.014821804	1	-
gnl|Amel_4.5|GB53873-RA	507	70	107	16	21	13	-2.205085876	2.68149463	9.605873468	0.00193956	0.035700072	1	-
gnl|Amel_4.5|GB53874-RA	36	12	9	6	5	2	-0.642534305	-0.135959128	0.528829994	0.46709917	0.740879578	0	-
gnl|Amel_4.5|GB53875-RA	6	6	1	0	6	2	0.473506215	-1.350886968	0.156565937	0.692338059	0.870401295	0	+
gnl|Amel_4.5|GB53876-RA	404	116	64	23	41	7	-1.557453611	2.606242053	4.631605918	0.031388171	0.200521406	0	-
gnl|Amel_4.5|GB53877-RA	150	32	39	7	24	6	-1.182099775	1.429269352	2.431046138	0.11895349	0.39007904	0	-
gnl|Amel_4.5|GB53879-RA	218	97	44	35	55	71	0.30455972	2.629600526	0.231124313	0.630691418	0.840328551	0	+
gnl|Amel_4.5|GB53880-RA	1117	765	969	357	175	133	-0.765991612	5.343761392	1.780773298	0.182054399	0.483991291	0	-
gnl|Amel_4.5|GB53881-RA	1515	1566	1483	697	557	546	-0.099198212	6.339064944	0.035744155	0.850044814	0.946941114	0	-
gnl|Amel_4.5|GB53882-RA	1370	411	448	352	317	291	0.271512495	5.239547696	0.29457612	0.587302859	0.814780346	0	+
gnl|Amel_4.5|GB53886-RA	606	147	146	9	135	109	-0.442348941	3.558840421	0.371258345	0.54231916	0.790238541	0	-
gnl|Amel_4.5|GB53887-RA	361	94	531	831	424	396	1.999985572	5.518058207	8.290092024	0.003986197	0.058626603	0	+
gnl|Amel_4.5|GB53888-RA	27	5	36	54	16	26	1.821293326	1.382245759	4.186578969	0.040745241	0.228772508	0	+
gnl|Amel_4.5|GB53891-RA	165	26	60	26	50	15	-0.059655124	1.967252694	0.007094278	0.932875527	0.976562775	0	-
gnl|Amel_4.5|GB53893-RA	241	140	65	95	275	241	1.794325101	3.964211298	9.665025651	0.001878091	0.035139922	1	+
gnl|Amel_4.5|GB53894-RA	2303	3459	2765	1682	957	1975	0.346711163	7.514779224	0.344650418	0.557157133	0.795818888	0	+
gnl|Amel_4.5|GB53900-RA	20	35	17	11	13	3	-0.240081538	0.440816557	0.082313978	0.774185731	0.910829397	0	-
gnl|Amel_4.5|GB53902-RA	1411	1653	1188	751	395	301	-0.254106355	6.151952184	0.196466933	0.657587878	0.853096726	0	-
gnl|Amel_4.5|GB53905-RA	3	6	10	6	2	1	0.083132295	-1.014689005	0.005169271	0.942683366	0.979685058	0	+
gnl|Amel_4.5|GB53906-RA	293	170	194	73	44	12	-0.986422236	3.132773445	2.042527771	0.152955289	0.442224033	0	-
gnl|Amel_4.5|GB53908-RA	231	185	145	365	367	365	2.265305751	4.80298009	18.50095198	1.69819E-05	0.000934007	1	+
gnl|Amel_4.5|GB53909-RA	4059	4287	3210	1332	1121	1047	-0.458544247	7.489879953	0.74691595	0.387454419	0.689123765	0	-
gnl|Amel_4.5|GB53910-RA	452	555	492	195	102	136	-0.529446847	4.571120532	0.836113941	0.360510556	0.667664421	0	-
gnl|Amel_4.5|GB53911-RA	56	64	101	748	244	227	3.714352916	4.891083252	24.59577942	7.07064E-07	6.90995E-05	1	+
gnl|Amel_4.5|GB53912-RA	2	0	0	2	2	4	3.222075704	-1.900535411	5.35689649	0.020640474	0.159421036	0	+
gnl|Amel_4.5|GB53914-RA	715	380	466	127	80	47	-1.253676458	4.26990862	4.599074986	0.031989212	0.202176604	0	-
gnl|Amel_4.5|GB53915-RA	4579	2243	2374	1147	927	660	-0.366190422	7.083655859	0.499390476	0.479768064	0.750267794	0	-
gnl|Amel_4.5|GB53916-RA	1022	166	149	88	321	121	0.156044785	4.290160303	0.063296564	0.801359469	0.923892153	0	+
gnl|Amel_4.5|GB53917-RA	151	140	172	40	47	45	-0.621693115	2.862080307	1.013372615	0.314096218	0.626655607	0	-
gnl|Amel_4.5|GB53918-RA	191	222	217	66	36	46	-0.837108407	3.228818216	1.775170778	0.182743447	0.484985831	0	-
gnl|Amel_4.5|GB53920-RA	238	69	48	127	322	206	2.326909933	3.947669647	15.56736289	7.96171E-05	0.003202286	1	+
gnl|Amel_4.5|GB53921-RA	152	152	101	26	44	71	-0.275985502	2.742219706	0.188270992	0.664359569	0.856245438	0	-
gnl|Amel_4.5|GB53923-RA	26	0	7	2	60	39	3.007553634	1.033757752	7.1806668	0.007369331	0.087142344	0	+
gnl|Amel_4.5|GB53925-RA	2207	1470	1151	8920	17011	10650	4.185611158	9.611339454	54.77771815	1.34962E-13	1.32994E-10	1	+
gnl|Amel_4.5|GB53926-RA	60	5	1	5	19	29	1.398101572	0.625818331	1.896835005	0.168433011	0.465239924	0	+
gnl|Amel_4.5|GB53927-RA	3422	410	190	51	3217	963	1.561719369	6.652346183	2.791070557	0.094790881	0.348539233	0	+
gnl|Amel_4.5|GB53928-RA	3	1	0	3	59	13	5.28520889	0.378929958	19.41360017	1.05255E-05	0.000638276	1	+
gnl|Amel_4.5|GB53929-RA	12	12	0	6	51	76	3.777284385	1.39524893	12.89700007	0.000329109	0.009609176	1	+
gnl|Amel_4.5|GB53930-RA	2	0	2	0	10	8	3.187018083	-1.21673282	5.307817475	0.021229936	0.161557317	0	+
gnl|Amel_4.5|GB53931-RA	1022	364	266	59	397	256	0.125505802	4.722017297	0.045148292	0.831731584	0.938207191	0	+
gnl|Amel_4.5|GB53932-RA	3823	3829	3248	1621	978	747	-0.40952338	7.432303356	0.524185722	0.469061613	0.74133301	0	-
gnl|Amel_4.5|GB53933-RA	1268	434	365	114	578	209	0.108239717	5.043981555	0.038528616	0.844385478	0.94412578	0	+
gnl|Amel_4.5|GB53934-RA	439	56	71	38	145	54	0.235551278	3.108913371	0.120151857	0.728869847	0.89010492	0	+
gnl|Amel_4.5|GB53935-RA	830	230	369	41	120	22	-1.686426983	3.939384632	7.14447789	0.007519516	0.087777177	0	-
gnl|Amel_4.5|GB53936-RA	400	85	82	50	93	17	-0.351810675	2.913768986	0.265742697	0.606202011	0.825429724	0	-
gnl|Amel_4.5|GB53937-RA	4118	3037	2596	1632	1646	1708	0.336117241	7.576354816	0.437024108	0.5085623	0.770636991	0	+
gnl|Amel_4.5|GB53938-RA	321	67	15	29	90	51	0.334560389	2.63128991	0.194226169	0.659422246	0.854352886	0	+
gnl|Amel_4.5|GB53939-RA	205	204	188	66	31	51	-0.711212919	3.159950205	1.276981544	0.258461021	0.569249689	0	-
gnl|Amel_4.5|GB53943-RA	715	725	987	225	132	186	-0.935239292	5.140694507	2.694951747	0.100666537	0.357656337	0	-
gnl|Amel_4.5|GB53944-RA	949	325	440	161	408	244	0.232394744	4.911477403	0.211308255	0.645743934	0.84749412	0	+
gnl|Amel_4.5|GB53945-RA	2230	505	592	184	399	130	-0.796466093	5.287367158	2.201922126	0.137838767	0.421609784	0	-
gnl|Amel_4.5|GB53946-RA	4569	3680	1635	1816	797	755	-0.101883602	7.30727314	0.029895179	0.862728284	0.952656645	0	-
gnl|Amel_4.5|GB53947-RA	685	204	345	78	127	42	-0.991723227	3.938727916	2.929087554	0.086996648	0.332822128	0	-
gnl|Amel_4.5|GB53948-RA	8484	13242	17409	10839	2767	4151	0.100734674	9.649243238	0.021127204	0.88443296	0.960337931	0	+
gnl|Amel_4.5|GB53949-RA	700	137	121	42	229	72	-0.06535067	3.748810998	0.010017639	0.920274339	0.973604454	0	-
gnl|Amel_4.5|GB53950-RA	175	21	17	16	41	25	0.224326012	1.695172486	0.084790732	0.770907171	0.909642351	0	+
gnl|Amel_4.5|GB53953-RA	853	367	378	121	349	209	0.054141771	4.729742593	0.011440919	0.914818941	0.971281519	0	+
gnl|Amel_4.5|GB53954-RA	1698	1465	1223	466	448	253	-0.639365551	5.996628669	1.555187465	0.212371261	0.520474646	0	-
gnl|Amel_4.5|GB53955-RA	917	774	782	179	196	100	-1.149061885	5.023911472	4.779865957	0.028794362	0.191308274	0	-
gnl|Amel_4.5|GB53956-RA	138	115	61	41	66	94	0.663816866	2.776841005	1.144707119	0.284659882	0.596596975	0	+
gnl|Amel_4.5|GB53957-RA	381	26	40	7	109	17	-0.285205609	2.488850233	0.102668627	0.74865038	0.900589089	0	-
gnl|Amel_4.5|GB53958-RA	474	173	149	56	131	65	-0.293923053	3.514311484	0.281954244	0.595423188	0.819298899	0	-
gnl|Amel_4.5|GB53959-RA	105	42	30	42	52	60	1.242850344	2.1820985	3.863620367	0.049343746	0.252592985	0	+
gnl|Amel_4.5|GB53960-RA	1649	596	395	176	379	198	-0.397993354	5.139976397	0.625840974	0.428884989	0.718759211	0	-
gnl|Amel_4.5|GB53962-RA	136	33	33	8	22	16	-0.687115361	1.431172697	0.92734286	0.335554334	0.64655858	0	-
gnl|Amel_4.5|GB53963-RA	2141	2638	1575	1666	1387	1341	0.732204494	7.249352669	1.857767227	0.172882716	0.470828676	0	+
gnl|Amel_4.5|GB53965-RA	601	219	94	288	678	372	1.997066554	5.050916022	13.00921887	0.000309961	0.009181523	1	+
gnl|Amel_4.5|GB53966-RA	7	7	0	0	0	0	-4.704344322	-1.750337077	4.779686948	0.028797355	0.191308274	0	-
gnl|Amel_4.5|GB53967-RA	1673	478	312	255	911	295	0.647660292	5.520348268	1.351684277	0.244983885	0.555926778	0	+
gnl|Amel_4.5|GB53968-RA	2580	1015	2079	1021	695	540	0.006860261	6.626783646	0.000152389	0.990150675	0.99612929	0	+
gnl|Amel_4.5|GB53970-RA	2398	701	618	244	897	315	0.006823315	5.804064926	0.000163312	0.989803823	0.99612929	0	+
gnl|Amel_4.5|GB53971-RA	575	466	509	125	158	207	-0.428595751	4.613455494	0.666762555	0.41418261	0.708990932	0	-
gnl|Amel_4.5|GB53972-RA	459	228	187	84	70	30	-0.838840703	3.502052378	1.992249813	0.15810584	0.450563665	0	-
gnl|Amel_4.5|GB53973-RA	2039	1027	659	252	306	189	-0.916833862	5.508856149	3.505427188	0.061168069	0.278197081	0	-
gnl|Amel_4.5|GB53974-RA	697	371	255	214	192	131	0.112629178	4.475945898	0.046932643	0.828489354	0.937052761	0	+
gnl|Amel_4.5|GB53975-RA	3421	3087	2894	1486	681	614	-0.427135517	7.204859615	0.533946493	0.464952381	0.739539508	0	-
gnl|Amel_4.5|GB53976-RA	30	24	30	2	4	6	-1.592939747	0.310978293	3.49491083	0.061557723	0.279431891	0	-
gnl|Amel_4.5|GB53978-RA	1565	251	1766	3171	2655	1151	2.222617656	7.508280575	9.470022292	0.002088568	0.037648355	1	+
gnl|Amel_4.5|GB53979-RA	6337	2910	2674	1759	4091	4788	1.175071744	8.293582619	4.784474688	0.028717406	0.191308274	0	+
gnl|Amel_4.5|GB53981-RA	34	10	1	0	11	8	0.232264496	-0.233414617	0.043303214	0.835155382	0.939380994	0	+
gnl|Amel_4.5|GB53986-RA	1	0	4	0	0	5	1.045483465	-1.903596561	0.350998643	0.553548366	0.794910681	0	+
gnl|Amel_4.5|GB53989-RA	16	9	22	4	52	42	2.104811514	1.167523	5.613271366	0.017824955	0.148436688	0	+
gnl|Amel_4.5|GB53990-RA	37	4	3	45	50	60	3.462522655	1.711301383	17.01917006	3.70043E-05	0.001736413	1	+
gnl|Amel_4.5|GB53992-RA	7	0	0	3	9	2	2.483590274	-1.322900772	3.541751565	0.059842236	0.27577336	0	+
gnl|Amel_4.5|GB53994-RA	1	5	0	0	1	3	0.553228886	-1.920364333	0.127792099	0.720732341	0.884735796	0	+
gnl|Amel_4.5|GB53995-RA	64	29	8	18	33	35	1.234820741	1.331549482	2.79686178	0.094449006	0.347789677	0	+
gnl|Amel_4.5|GB53996-RA	442	250	162	65	208	211	0.493814167	4.061743512	0.780594163	0.376959485	0.681032058	0	+
gnl|Amel_4.5|GB53997-RA	25	8	7	4	7	4	-0.002078564	-0.377186954	6.88419E-06	0.997906534	0.998920237	0	-
gnl|Amel_4.5|GB54001-RA	99	20	29	155	339	262	3.784519566	3.99997449	36.17222279	1.80627E-09	4.18799E-07	1	+
gnl|Amel_4.5|GB54005-RA	6	3	0	0	3	1	0.18080401	-1.779232247	0.017330164	0.895265819	0.964251599	0	+
gnl|Amel_4.5|GB54011-RA	0	8	2	0	2	0	-1.374294957	-1.798329528	0.638391048	0.424294023	0.715873022	0	-
gnl|Amel_4.5|GB54018-RA	3	0	8	14	10	5	2.514538798	-0.523004059	4.707807795	0.030025917	0.195731239	0	+
gnl|Amel_4.5|GB54019-RA	406	252	243	69	89	67	-0.708040534	3.661353665	1.694676529	0.192985645	0.495881302	0	-
gnl|Amel_4.5|GB54020-RA	1421	1055	894	403	307	371	-0.30862925	5.724017702	0.379957319	0.537626079	0.787102685	0	-
gnl|Amel_4.5|GB54027-RA	95	23	4	0	20	22	0.003526586	0.900031429	1.15238E-05	0.997291447	0.99872725	0	+
gnl|Amel_4.5|GB54028-RA	4	24	15	10	4	14	0.513100625	0.12733942	0.274085472	0.600604276	0.822222803	0	+
gnl|Amel_4.5|GB54030-RA	90	63	27	7	38	51	0.403184263	1.804205754	0.292860532	0.588393238	0.815393185	0	+
gnl|Amel_4.5|GB54031-RA	7	0	0	0	0	0	-3.412196286	-2.211614598	2.192977018	0.138641123	0.421990034	0	-
gnl|Amel_4.5|GB54032-RA	866	343	207	48	292	181	-0.101820046	4.392887294	0.029868702	0.862788482	0.952656645	0	-
gnl|Amel_4.5|GB54033-RA	1114	188	164	97	260	195	0.135582063	4.413116288	0.052101186	0.819446573	0.932543318	0	+
gnl|Amel_4.5|GB54035-RA	3487	5080	5030	3163	1037	1836	0.089984784	8.071937172	0.019876518	0.887882499	0.961642293	0	+
gnl|Amel_4.5|GB54037-RA	327	30	44	15	95	29	-0.035629967	2.47103248	0.002099147	0.963456544	0.987071796	0	-
gnl|Amel_4.5|GB54039-RA	0	0	0	2	3	1	4.845352903	-2.191689217	8.701596012	0.003179316	0.049993892	1	+
gnl|Amel_4.5|GB54040-RA	403	958	886	423	393	437	0.26424101	5.623987248	0.201038862	0.65388361	0.851001913	0	+
gnl|Amel_4.5|GB54041-RA	267	224	450	135	31	30	-0.973856788	3.796345137	1.656359163	0.19809562	0.501077541	0	-
gnl|Amel_4.5|GB54042-RA	895	603	584	191	149	182	-0.665328189	4.886499035	1.673777194	0.195753373	0.498983324	0	-
gnl|Amel_4.5|GB54044-RA	832	292	233	120	255	129	-0.034700413	4.367759904	0.004451507	0.946804918	0.981736148	0	-
gnl|Amel_4.5|GB54045-RA	162	22	28	8	79	27	0.522808492	1.908748793	0.431833309	0.51109074	0.772252492	0	+
gnl|Amel_4.5|GB54046-RA	2	8	11	4	1	2	-0.452935339	-1.019315986	0.145002025	0.703358104	0.875371044	0	-
gnl|Amel_4.5|GB54047-RA	182	32	17	34	82	17	0.742649911	2.090122855	0.940542026	0.332138485	0.642677171	0	+
gnl|Amel_4.5|GB54048-RA	292	14	6	12	72	21	0.08134854	2.045271524	0.007205139	0.932354334	0.976353027	0	+
gnl|Amel_4.5|GB54049-RA	3015	1533	1158	550	738	397	-0.395939321	6.342832597	0.650881104	0.419797838	0.712475352	0	-
gnl|Amel_4.5|GB54050-RA	147	12	28	7	32	0	-0.837768749	1.226915763	0.684108623	0.408175515	0.704495756	0	-
gnl|Amel_4.5|GB54051-RA	910	202	204	168	374	93	0.389616299	4.469274122	0.443767633	0.505309563	0.768525476	0	+
gnl|Amel_4.5|GB54052-RA	325	95	81	98	230	115	1.237648744	3.643436959	4.640995088	0.031216897	0.199872811	0	+
gnl|Amel_4.5|GB54053-RA	181	104	105	47	71	76	0.292100001	2.889623647	0.251853121	0.61577325	0.831983396	0	+
gnl|Amel_4.5|GB54054-RA	325	111	59	35	140	70	0.382338475	3.093328083	0.374576092	0.540520411	0.789669929	0	+
gnl|Amel_4.5|GB54055-RA	18	0	0	0	0	0	-4.625349884	-1.621576076	3.796458712	0.051361102	0.257148555	0	-
gnl|Amel_4.5|GB54056-RA	2554	763	838	267	478	303	-0.576930494	5.742114128	1.37558331	0.240854905	0.551992333	0	-
gnl|Amel_4.5|GB54057-RA	120	114	128	27	48	60	-0.248993897	2.650060392	0.153373662	0.695331991	0.871191014	0	-
gnl|Amel_4.5|GB54069-RA	44	18	7	3	12	14	0.183052599	0.329678274	0.048453226	0.825776971	0.935484981	0	+
gnl|Amel_4.5|GB54070-RA	14	31	11	9	2	12	0.005603048	0.179917917	3.45836E-05	0.995307839	0.997948979	0	+
gnl|Amel_4.5|GB54071-RA	1	6	1	0	0	0	-4.187203927	-2.083473388	3.684404474	0.054923582	0.264550451	0	-
gnl|Amel_4.5|GB54076-RA	11463	4640	4172	923	4965	2644	0.026739404	8.337074578	0.002252645	0.962144985	0.986590743	0	+
gnl|Amel_4.5|GB54080-RA	414	295	260	139	119	92	-0.150260517	4.002022392	0.076972844	0.781442422	0.915359747	0	-
gnl|Amel_4.5|GB54081-RA	2	2	0	0	14	4	3.169611965	-1.229338118	5.150688572	0.023237157	0.17014203	0	+
gnl|Amel_4.5|GB54083-RA	929	387	348	139	480	433	0.666697936	5.09623173	1.638510849	0.200529908	0.504408325	0	+
gnl|Amel_4.5|GB54084-RA	122	69	55	44	45	31	0.325907854	2.213049357	0.2787356	0.59753115	0.820555783	0	+
gnl|Amel_4.5|GB54085-RA	4571	1314	1153	417	1644	1295	0.336289895	6.890254597	0.369328538	0.5433705	0.790538238	0	+
gnl|Amel_4.5|GB54086-RA	39	7	19	7	23	11	0.641895033	0.505820858	0.663597119	0.41529289	0.710365846	0	+
gnl|Amel_4.5|GB54087-RA	2412	2454	2875	871	634	402	-0.797189488	6.834748393	1.980046958	0.15938546	0.453060833	0	-
gnl|Amel_4.5|GB54088-RA	96	87	62	30	20	6	-0.811452848	1.842904777	1.201692697	0.272983625	0.585849612	0	-
gnl|Amel_4.5|GB54089-RA	1445	270	394	58	355	146	-0.552960569	4.71992888	0.825641383	0.363535904	0.670394307	0	-
gnl|Amel_4.5|GB54090-RA	8	1	7	0	0	1	-2.461697609	-1.578835017	2.504145761	0.11354704	0.380161446	0	-
gnl|Amel_4.5|GB54091-RA	85	6	8	0	32	1	-0.185186665	0.568642824	0.024718861	0.87506963	0.957276607	0	-
gnl|Amel_4.5|GB54092-RA	1839	1051	686	595	980	1304	1.050968233	6.474185232	4.202805395	0.040357163	0.227402871	0	+
gnl|Amel_4.5|GB54093-RA	149	138	68	19	22	60	-0.482493255	2.431955844	0.495660165	0.48141324	0.7516123	0	-
gnl|Amel_4.5|GB54094-RA	88	34	16	29	58	72	1.666411366	2.070130017	5.936173255	0.014833191	0.133284559	0	+
gnl|Amel_4.5|GB54095-RA	2264	1073	520	196	754	1121	0.507104604	6.164355457	0.722338225	0.395377998	0.695100315	0	+
gnl|Amel_4.5|GB54097-RA	4073	3109	473	1452	2258	1916	0.965400326	7.459386774	2.501832481	0.113713915	0.380279141	0	+
gnl|Amel_4.5|GB54098-RA	168	32	35	10	41	2	-0.769667932	1.586686905	0.817709881	0.365850595	0.672498567	0	-
gnl|Amel_4.5|GB54100-RA	308	141	168	33	25	10	-1.802919999	2.811767606	7.171703135	0.007406243	0.087234011	0	-
gnl|Amel_4.5|GB54101-RA	383	99	101	66	86	25	-0.247580666	3.038213205	0.152112836	0.696524378	0.871867528	0	-
gnl|Amel_4.5|GB54102-RA	2643	1675	2173	866	876	627	-0.187648364	6.753740083	0.135274536	0.713024705	0.880192156	0	-
gnl|Amel_4.5|GB54103-RA	734	225	261	56	115	30	-1.244712381	3.79496014	4.363079273	0.036725863	0.217395168	0	-
gnl|Amel_4.5|GB54104-RA	70	28	34	29	13	12	0.167422676	1.245072719	0.050831891	0.821621993	0.933751088	0	+
gnl|Amel_4.5|GB54105-RA	8	3	1	0	3	0	-0.644093928	-1.687128646	0.219057372	0.639759094	0.84432492	0	-
gnl|Amel_4.5|GB54106-RA	6	0	0	0	0	0	-3.22680256	-2.282501216	2.004789424	0.156803067	0.448740626	0	-
gnl|Amel_4.5|GB54107-RA	1	4	7	0	0	0	-4.867043333	-1.807079715	5.240914061	0.02206168	0.165742923	0	-
gnl|Amel_4.5|GB54108-RA	1065	598	707	139	126	106	-1.354033736	4.843124422	6.834736127	0.00894019	0.097525596	0	-
gnl|Amel_4.5|GB54109-RA	2030	1470	1540	315	334	264	-1.196819377	6.003076294	5.770906884	0.016293624	0.140923441	0	-
gnl|Amel_4.5|GB54110-RA	9	8	2	0	0	0	-5.174580026	-1.503369661	7.030194587	0.008014664	0.09130386	0	-
gnl|Amel_4.5|GB54111-RA	17	0	3	8	2	1	0.893588008	-0.999875157	0.47353047	0.491367455	0.758615264	0	+
gnl|Amel_4.5|GB54112-RA	3617	468	593	209	501	92	-1.031549155	5.584684223	2.545727147	0.110592985	0.374998225	0	-
gnl|Amel_4.5|GB54113-RA	707	208	223	170	269	264	0.747160465	4.539204161	2.076772589	0.149556102	0.438165609	0	+
gnl|Amel_4.5|GB54114-RA	757	813	591	330	255	316	0.013327609	5.288808349	0.000680437	0.979189397	0.991685048	0	+
gnl|Amel_4.5|GB54115-RA	1	2	3	3	5	1	1.599429087	-1.588344831	1.810249154	0.178478344	0.478681429	0	+
gnl|Amel_4.5|GB54116-RA	42	26	49	10	59	77	1.444420504	1.968990765	3.471277255	0.062443078	0.281613041	0	+
gnl|Amel_4.5|GB54117-RA	6	8	5	25	22	31	3.277057252	0.712352691	16.14010782	5.8825E-05	0.002557374	1	+
gnl|Amel_4.5|GB54118-RA	4931	5659	4930	2671	5716	8133	1.254266856	8.919251973	4.746245987	0.029362283	0.193431196	0	+
gnl|Amel_4.5|GB54119-RA	530	83	42	60	216	99	0.755827576	3.545587475	1.193589918	0.274606621	0.586776888	0	+
gnl|Amel_4.5|GB54120-RA	475	154	136	36	109	45	-0.647890639	3.302004637	1.23801468	0.265854017	0.577571881	0	-
gnl|Amel_4.5|GB54121-RA	1547	1050	1296	176	359	143	-1.351266359	5.601092489	6.902513517	0.008607465	0.095302692	0	-
gnl|Amel_4.5|GB54123-RA	3658	2464	2549	240	472	434	-1.686088392	6.635111827	10.94220729	0.000939981	0.021056472	1	-
gnl|Amel_4.5|GB54124-RA	76	24	13	6	21	4	-0.470039562	0.738438384	0.34437341	0.55731562	0.795818888	0	-
gnl|Amel_4.5|GB54125-RA	0	15	1	16	18	28	3.014457484	0.403268117	6.781839489	0.009208994	0.098898783	0	+
gnl|Amel_4.5|GB54126-RA	36	57	43	26	48	53	1.034283473	1.94290999	2.264528727	0.132366473	0.411608081	0	+
gnl|Amel_4.5|GB54127-RA	116	49	29	23	67	60	1.014417492	2.173150796	2.423318954	0.119541419	0.391088447	0	+
gnl|Amel_4.5|GB54128-RA	6	11	0	6	0	1	0.224658576	-1.213540229	0.022726263	0.880171096	0.9588549	0	+
gnl|Amel_4.5|GB54129-RA	1978	557	575	340	679	472	0.366533641	5.749145012	0.544346783	0.460636841	0.737181031	0	+
gnl|Amel_4.5|GB54130-RA	415	56	55	37	92	38	-0.101661978	2.829450461	0.021638722	0.883052254	0.959839406	0	-
