"","ID","C.1","C.2","C.3","T.1","T.2","T.3","logFC","AveExpr","t","pVal","adjPVal","B"
"26","3779",1783,1248,499,1274,1636,1501,-1.04963593656609,6.64564156088817,-2.20530275341296,0.0552401483100707,0.999663399188046,-4.55419742706873
"27","3829",90,154,58,166,198,115,-1.41493612081771,3.29742113778646,-2.27721028013031,0.0491467780862317,0.999663399188046,-4.56288246250268
"28","4539",20,19,10,18,373,228,-3.42344633561109,1.81741173104214,-2.21104337510938,0.0547276837218073,0.999663399188046,-4.57703131352201
"29","4793",5,4,7,11,23,25,-2.48258714764079,-0.239074341348042,-2.27522826085624,0.0493055354508667,0.999663399188046,-4.58533496056422
"30","5134",92,18,26,66,66,70,-1.522607779706,1.99960034843785,-2.21032858431956,0.0547912389302955,0.999663399188046,-4.57337235832813
"31","5303",4303,2679,1205,1860,14127,12231,-2.09017905730983,8.36653272302927,-2.36897161856618,0.042323295443466,0.999663399188046,-4.55272771683802
"32","63",142,95,75,145,225,250,-1.61870081337708,3.53665133704821,-2.55883392612823,0.0310494476105118,0.999663399188046,-4.55419863945236
"33","6375",19,13,23,34,136,32,-2.42115016860651,1.34954309499122,-2.56327056224613,0.0308255253769605,0.999663399188046,-4.57305900573209
"34","6403",64,94,9,0,1,0,5.28651908643609,-1.21915161994558,4.44133551083768,0.00167236429442314,0.999663399188046,-4.57809130378995
"35","6611",129,82,39,47,10,2,1.9831835803861,1.20829049377067,2.23603292932551,0.0525505103874279,0.999663399188046,-4.58090254111827
"36","6759",25,6,13,29,57,39,-2.30942182184074,0.906399499546142,-2.6787329870909,0.0255366067157012,0.999663399188046,-4.57519528709273
"37","6813",190,154,84,190,205,214,-1.19040723244548,3.75436597447865,-2.20811481222298,0.0549885330947725,0.999663399188046,-4.56146494317026
"38","7111",355,232,85,189,712,629,-1.73217454115643,4.56203976114129,-2.351263367009,0.0435628424162012,0.999663399188046,-4.55274822271273
"39","733",42,29,20,4,0,0,4.11288988500054,-1.15029307032043,3.65748114712578,0.0053716107599354,0.999663399188046,-4.58100302853794
"40","736",227,118,92,187,211,210,-1.18177405921088,3.75358584876462,-2.19780708870917,0.0559163451573152,0.999663399188046,-4.5617554065259
"41","7396",1531,2085,289,1855,1400,1357,-1.18943526776275,6.62985206824311,-2.27574646626766,0.0492639792124382,0.999663399188046,-4.55187146658625
"42","7453",43,17,18,192,27,51,-2.17467442403247,1.68616422353838,-2.66578346740054,0.0260809898640121,0.999663399188046,-4.56886456909361
"43","7926",37,24,26,43,109,87,-2.07622006046197,1.91985354049567,-2.58421818628276,0.029790004091352,0.999663399188046,-4.56810715983696
"44","8120",96,45,23,73,89,121,-1.50094359127452,2.42364529022805,-2.37153031912451,0.0421471031521575,0.999663399188046,-4.56753173897588
"45","8264",165,70,20,20,20,8,1.53531637421106,1.32484803347135,2.22428432918026,0.0535633214621385,0.999663399188046,-4.57912422362756
"46","8464",2,2,33,224,20,6,-3.95919622018324,0.142873220708382,-2.38706837648348,0.0410926591598776,0.999663399188046,-4.58335947191388
"47","9016",21,20,9,54,162,63,-3.01836447695348,1.56860662979103,-3.61158677101262,0.00576624536846969,0.999663399188046,-4.56111359254756
"48","9024",422,317,57,433,368,172,-1.11558020903203,4.31225041571223,-2.30512392072846,0.0469636319212738,0.999663399188046,-4.55506773445869
"49","9620",77,40,19,59,106,67,-1.47331158649219,2.14774169902053,-2.33531370882871,0.0447099972984057,0.999663399188046,-4.57014821632082
"50","9940",158,316,114,376,204,657,-1.68639322137392,4.38760754432925,-2.26340586448596,0.0502630169518663,0.999663399188046,-4.55619199136446
